"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"Segregation.nlogox"
"evolutivo_densidad"
"10/26/2025 18:00:30:650 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","visualization","%-similar-wanted","density","[step]","count turtles with [ not happy? ]","percent-similar","percent-unhappy"
"64","square-x","60","90","8","416","80.81279925259838","17.67955801104972"
"61","square-x","60","90","23","110","93.53356890459365","4.704875962360992"
"68","square-x","60","90","5","552","75.66287878787878","23.63013698630137"
"63","square-x","60","90","13","181","90.28639618138425","7.798362774666093"
"65","square-x","60","90","7","443","80.23924006098277","18.8590889740315"
"67","square-x","60","90","7","412","81.48061653432976","17.509562260943476"
"62","square-x","60","90","19","151","91.87049509630155","6.466809421841542"
"66","square-x","60","90","8","372","82.04289349327517","16.11785095320624"
"64","square-x","60","90","9","349","83.23039272812026","14.83212919677008"
"61","square-x","60","90","24","101","93.8037460242667","4.319931565440547"
"63","square-x","60","90","14","170","90.90149253731343","7.324429125376993"
"62","square-x","60","90","20","141","92.57946354720549","6.0385438972162735"
"67","square-x","60","90","8","368","83.30609385944432","15.639609009774755"
"61","square-x","60","90","25","87","94.32098765432099","3.721129170230967"
"68","square-x","60","90","6","462","78.89614243323442","19.777397260273975"
"64","square-x","60","90","10","309","85.00291545189505","13.132171695707607"
"66","square-x","60","90","9","316","84.17990059401139","13.69150779896014"
"65","square-x","60","90","8","395","82.17045188480449","16.815666240953597"
"63","square-x","60","90","15","147","91.38898841514391","6.333476949590694"
"61","square-x","60","90","26","89","94.14186566286318","3.8066723695466207"
"62","square-x","60","90","21","131","92.50560604272394","5.610278372591006"
"64","square-x","60","90","11","280","86.24795703945833","11.899702507437313"
"66","square-x","60","90","10","314","85.1847365233192","13.604852686308492"
"68","square-x","60","90","7","382","81.56305506216697","16.352739726027394"
"61","square-x","60","90","27","87","94.33407781826732","3.721129170230967"
"67","square-x","60","90","9","309","85.51063332554335","13.132171695707607"
"62","square-x","60","90","22","119","92.87823314042754","5.0963597430406855"
"65","square-x","60","90","9","340","83.74868374868375","14.47424435930183"
"66","square-x","60","90","11","273","86.37407810421956","11.828422876949741"
"64","square-x","60","90","12","285","87.02361468318915","12.112197195070124"
"61","square-x","60","90","28","82","94.57583245087658","3.507271171941831"
"68","square-x","60","90","8","334","84.00615603172724","14.29794520547945"
"63","square-x","60","90","16","150","91.6437865584338","6.462731581214993"
"66","square-x","60","90","12","230","88.33776917493347","9.965337954939342"
"67","square-x","60","90","10","293","86.18359739049394","12.452188695282619"
"62","square-x","60","90","23","122","93.19735911341664","5.224839400428265"
"64","square-x","60","90","13","250","87.98598949211909","10.62473438164046"
"63","square-x","60","90","17","137","92.20686367969495","5.902628177509694"
"65","square-x","60","90","10","303","85.48405932500292","12.899106002554278"
"61","square-x","60","90","29","81","94.70035252643947","3.4644995722840037"
"68","square-x","60","90","9","290","85.79364141354449","12.414383561643834"
"66","square-x","60","90","13","215","88.93051359516616","9.315424610051993"
"67","square-x","60","90","11","261","87.1091927204853","11.092222694432639"
"62","square-x","60","90","24","118","93.28771971216231","5.053533190578158"
"63","square-x","60","90","18","141","92.4031007751938","6.074967686342094"
"61","square-x","60","90","30","68","94.88114850553072","2.9084687767322497"
"62","square-x","60","90","25","107","93.75590179414543","4.582441113490364"
"67","square-x","60","90","12","249","88.09745861506178","10.582235444113897"
"64","square-x","60","90","14","217","88.52803738317758","9.222269443263919"
"68","square-x","60","90","10","253","87.44087038789026","10.830479452054794"
"63","square-x","60","90","19","117","92.86396181384248","5.040930633347695"
"65","square-x","60","90","11","274","86.78295481151956","11.66453810131971"
"61","square-x","60","90","31","65","94.97942386831276","2.780153977758768"
"62","square-x","60","90","26","107","93.6622211731382","4.582441113490364"
"66","square-x","60","90","14","199","89.41077034532722","8.62218370883882"
"63","square-x","60","90","20","109","93.25534200787871","4.696251615682896"
"67","square-x","60","90","13","220","89.08307118723057","9.349766255843605"
"68","square-x","60","90","11","207","89.12039777435777","8.861301369863012"
"64","square-x","60","90","15","199","89.51236584227719","8.457288567785804"
"61","square-x","60","90","32","69","95.01762632197415","2.9512403763900767"
"62","square-x","60","90","27","101","93.90114427273801","4.325481798715203"
"63","square-x","60","90","21","104","93.34208328361771","4.480827229642395"
"65","square-x","60","90","12","266","87.18219097832454","11.323967645806727"
"67","square-x","60","90","14","205","89.32276489101294","8.712282192945176"
"66","square-x","60","90","15","176","90.43131569409206","7.625649913344887"
"68","square-x","60","90","12","191","90.13251301467108","8.176369863013697"
"61","square-x","60","90","33","66","95.13456340345516","2.8229255774165956"
"62","square-x","60","90","28","109","93.95189813723178","4.668094218415417"
"63","square-x","60","90","22","104","93.65911799761622","4.480827229642395"
"67","square-x","60","90","15","199","90.05009903297216","8.457288567785804"
"61","square-x","60","90","34","67","95.11048425011754","2.8656971770744226"
"64","square-x","60","90","16","198","89.5558922951393","8.414789630259243"
"68","square-x","60","90","13","161","90.74270870232614","6.892123287671232"
"62","square-x","60","90","29","96","94.01366957341504","4.1113490364025695"
"65","square-x","60","90","13","247","87.91671540531057","10.515112813963388"
"66","square-x","60","90","16","161","91.26600628171056","6.975736568457538"
"63","square-x","60","90","23","94","94.144305307096","4.049978457561395"
"61","square-x","60","90","35","60","95.22970273763364","2.5662959794696323"
"67","square-x","60","90","16","192","90.3443462075384","8.159796005099873"
"68","square-x","60","90","14","156","91.5575993397005","6.678082191780822"
"64","square-x","60","90","17","188","90.15972950915238","7.989800254993624"
"66","square-x","60","90","17","136","91.63139436449389","5.892547660311958"
"63","square-x","60","90","24","84","94.42587729768441","3.619129685480396"
"62","square-x","60","90","30","85","94.467382328654","3.640256959314775"
"61","square-x","60","90","36","56","95.27447984013165","2.3952095808383236"
"68","square-x","60","90","15","159","91.952802359882","6.806506849315068"
"65","square-x","60","90","14","222","88.50601565237706","9.450830140485312"
"64","square-x","60","90","18","174","90.59111577474641","7.39481512962176"
"67","square-x","60","90","17","188","90.97788125727591","7.989800254993624"
"63","square-x","60","90","25","77","94.6741332062433","3.3175355450236967"
"66","square-x","60","90","18","130","92.07597386886039","5.632582322357019"
"62","square-x","60","90","31","86","94.60957773059684","3.683083511777302"
"68","square-x","60","90","16","141","92.45216158752658","6.035958904109589"
"61","square-x","60","90","37","59","95.40432534085566","2.5235243798118048"
"64","square-x","60","90","19","174","90.7640344747263","7.39481512962176"
"63","square-x","60","90","26","80","94.72053390537481","3.4467901766479967"
"66","square-x","60","90","19","123","92.35507246376812","5.329289428076256"
"67","square-x","60","90","18","159","91.67442943642291","6.757331066723332"
"61","square-x","60","90","38","55","95.46362674814903","2.352437981180496"
"62","square-x","60","90","32","90","94.59778249587167","3.854389721627409"
"65","square-x","60","90","15","199","89.70313230481534","8.471690080885482"
"68","square-x","60","90","17","144","92.33761640928917","6.164383561643835"
"63","square-x","60","90","27","66","95.07923269391159","2.843601895734597"
"64","square-x","60","90","20","176","91.0689333954355","7.479813004674883"
"66","square-x","60","90","20","111","93.1505194491423","4.809358752166378"
"61","square-x","60","90","39","54","95.61640615818546","2.309666381522669"
"67","square-x","60","90","19","151","92.14202561117578","6.417339566510838"
"68","square-x","60","90","18","122","93.02654867256636","5.222602739726027"
"62","square-x","60","90","33","88","94.81437831467295","3.7687366167023555"
"63","square-x","60","90","28","66","95.3028135431569","2.843601895734597"
"64","square-x","60","90","21","157","91.63754949918473","6.672333191670209"
"61","square-x","60","90","40","55","95.67872240488492","2.352437981180496"
"65","square-x","60","90","16","195","90.20546346019145","8.301404853128991"
"66","square-x","60","90","21","111","93.22709163346613","4.809358752166378"
"67","square-x","60","90","20","144","92.3193296869545","6.119847003824904"
"63","square-x","60","90","29","62","95.26986774693196","2.6712623869021974"
"62","square-x","60","90","34","77","94.88054607508532","3.297644539614561"
"68","square-x","60","90","19","106","93.52135945244277","4.537671232876712"
"61","square-x","60","90","41","50","95.82061516787978","2.1385799828913603"
"64","square-x","60","90","22","142","92.03303093742731","6.03484912877178"
"66","square-x","60","90","22","104","93.44202898550724","4.506065857885615"
"63","square-x","60","90","30","64","95.45183950470295","2.757432141318397"
"67","square-x","60","90","21","134","92.60207048970571","5.694857628559286"
"62","square-x","60","90","35","70","95.13373394603512","2.9978586723768736"
"61","square-x","60","90","42","45","95.80936729663107","1.924721984602224"
"65","square-x","60","90","17","186","90.26641738724001","7.918263090676884"
"68","square-x","60","90","20","97","93.79936343274785","4.152397260273973"
"63","square-x","60","90","31","61","95.57037389854727","2.628177509694097"
"66","square-x","60","90","23","96","93.75226148836087","4.15944540727903"
"64","square-x","60","90","23","130","92.54600512462147","5.524861878453039"
"67","square-x","60","90","22","126","93.1588132635253","5.354866128346791"
"62","square-x","60","90","36","65","95.26278576478906","2.7837259100642395"
"61","square-x","60","90","43","49","95.99436156466581","2.095808383233533"
"68","square-x","60","90","21","93","93.99010134338911","3.981164383561644"
"63","square-x","60","90","32","59","95.79611766106943","2.5420077552778975"
"66","square-x","60","90","24","95","94.03686302855078","4.116117850953207"
"62","square-x","60","90","37","69","95.35924617196702","2.955032119914347"
"64","square-x","60","90","24","133","92.51542311721569","5.652358691032725"
"67","square-x","60","90","23","119","93.43804537521815","5.057373565660858"
"65","square-x","60","90","18","177","90.69658719027584","7.535121328224776"
"66","square-x","60","90","25","91","94.03398818850187","3.9428076256499134"
"63","square-x","60","90","33","50","95.8070279928529","2.1542438604049976"
"61","square-x","60","90","44","47","95.86757454801597","2.0102651839178787"
"62","square-x","60","90","38","68","95.23024378753975","2.9122055674518204"
"68","square-x","60","90","22","91","94.2557206888417","3.8955479452054798"
"64","square-x","60","90","25","129","92.46686817019297","5.4823629409264765"
"67","square-x","60","90","24","105","93.68678060690617","4.462388440288993"
"66","square-x","60","90","26","82","94.36806560540279","3.552859618717504"
"61","square-x","60","90","45","46","95.96196736706186","1.9674935842600514"
"68","square-x","60","90","23","101","94.089249970564","4.323630136986301"
"62","square-x","60","90","39","59","95.56000471087034","2.526766595289079"
"63","square-x","60","90","34","49","95.8834027364664","2.1111589831968978"
"65","square-x","60","90","19","167","90.99299065420561","7.109408258833547"
"67","square-x","60","90","25","99","93.97324025596276","4.207394815129621"
"64","square-x","60","90","26","122","93.06089183839795","5.184870378240544"
"61","square-x","60","90","46","47","96.11775744780671","2.0102651839178787"
"66","square-x","60","90","27","73","94.59915611814345","3.162911611785095"
"62","square-x","60","90","40","54","95.65626839317245","2.3126338329764455"
"67","square-x","60","90","26","100","94.07183540625364","4.249893752656184"
"63","square-x","60","90","35","50","96.14423420207069","2.1542438604049976"
"61","square-x","60","90","47","51","96.17595307917888","2.1813515825491874"
"66","square-x","60","90","28","69","94.87890107241836","2.9896013864818025"
"64","square-x","60","90","27","112","93.26654240447344","4.759881002974926"
"62","square-x","60","90","41","55","95.8921845574388","2.355460385438972"
"63","square-x","60","90","36","46","95.99429454415785","1.981904351572598"
"65","square-x","60","90","20","157","91.43191116306254","6.683695189442315"
"64","square-x","60","90","28","110","93.56078248719143","4.674883127921802"
"66","square-x","60","90","29","63","95.23866923818709","2.729636048526863"
"61","square-x","60","90","48","56","96.06049947238833","2.3952095808383236"
"62","square-x","60","90","42","55","95.92749529190208","2.355460385438972"
"63","square-x","60","90","37","43","96.26590557735759","1.852649719948298"
"67","square-x","60","90","27","93","94.15939499709133","3.9524011899702503"
"64","square-x","60","90","29","107","93.63361266294227","4.547386315342116"
"66","square-x","60","90","30","57","95.08492952656307","2.4696707105719238"
"63","square-x","60","90","38","43","96.20644547508623","1.852649719948298"
"62","square-x","60","90","43","53","95.98587404355503","2.269807280513919"
"67","square-x","60","90","28","88","94.31395348837209","3.7399065023374414"
"61","square-x","60","90","49","51","96.0117302052786","2.1813515825491874"
"63","square-x","60","90","39","36","96.4086098228089","1.5510555794915983"
"66","square-x","60","90","31","56","95.24843222383019","2.4263431542461005"
"64","square-x","60","90","30","103","93.62494183341089","4.377390565235869"
"65","square-x","60","90","21","139","92.08464866128844","5.917411664538101"
"62","square-x","60","90","44","52","95.96518056699212","2.226980728051392"
"67","square-x","60","90","29","90","94.3889405204461","3.824904377390565"
"61","square-x","60","90","50","47","96.09750380874253","2.0102651839178787"
"66","square-x","60","90","32","58","95.32867806405008","2.512998266897747"
"63","square-x","60","90","40","35","96.4086098228089","1.5079707022834985"
"62","square-x","60","90","45","51","95.91572504708098","2.1841541755888647"
"67","square-x","60","90","30","86","94.35802182493616","3.654908627284318"
"61","square-x","60","90","51","37","96.41560267072742","1.5825491873396065"
"64","square-x","60","90","31","99","93.80675203725262","4.207394815129621"
"68","square-x","60","90","24","96","94.2769665567593","4.10958904109589"
"63","square-x","60","90","41","33","96.52918102935932","1.4218009478672986"
"65","square-x","60","90","22","133","92.25023342670401","5.661983822903363"
"62","square-x","60","90","46","45","96.06642327169943","1.9271948608137044"
"66","square-x","60","90","33","62","95.37293649837329","2.68630849220104"
"67","square-x","60","90","31","89","94.58957389991873","3.7824054398640032"
"63","square-x","60","90","42","26","96.65993105907525","1.1202068074105989"
"64","square-x","60","90","32","97","93.98907103825137","4.122396940076499"
"68","square-x","60","90","25","81","94.52167766258248","3.4674657534246576"
"61","square-x","60","90","52","39","96.43903010425208","1.6680923866552608"
"62","square-x","60","90","47","43","96.20953502060036","1.841541755888651"
"67","square-x","60","90","32","88","94.58706005343245","3.7399065023374414"
"66","square-x","60","90","34","58","95.25415562515057","2.512998266897747"
"65","square-x","60","90","23","131","92.95051353874884","5.576841209025117"
"63","square-x","60","90","43","27","96.6615183557087","1.163291684618699"
"64","square-x","60","90","33","96","94.12175532534047","4.079898002549936"
"68","square-x","60","90","26","86","94.82231113203106","3.6815068493150687"
"61","square-x","60","90","53","46","96.36789689513768","1.9674935842600514"
"62","square-x","60","90","48","42","96.2366223685758","1.7987152034261242"
"67","square-x","60","90","33","88","94.77351916376307","3.7399065023374414"
"66","square-x","60","90","35","56","95.58310265976651","2.4263431542461005"
"63","square-x","60","90","44","29","96.69441141498216","1.2494614390348986"
"64","square-x","60","90","34","88","94.24552429667519","3.7399065023374414"
"61","square-x","60","90","54","45","96.39090696039372","1.924721984602224"
"62","square-x","60","90","49","41","96.29760225669958","1.7558886509635976"
"68","square-x","60","90","27","79","95.1153483992467","3.3818493150684934"
"66","square-x","60","90","36","51","95.67834356566752","2.2097053726169844"
"63","square-x","60","90","45","24","96.82558554274165","1.034037052994399"
"67","square-x","60","90","34","82","94.83698804965773","3.484912877178071"
"65","square-x","60","90","24","130","92.8596429821491","5.5342699020859945"
"61","square-x","60","90","55","43","96.4574780058651","1.8391787852865698"
"64","square-x","60","90","35","84","94.38437391001047","3.5699107522311944"
"62","square-x","60","90","50","44","96.21532675129289","1.8843683083511777"
"66","square-x","60","90","37","56","95.52615754660253","2.4263431542461005"
"68","square-x","60","90","28","79","95.1018485811845","3.3818493150684934"
"63","square-x","60","90","46","26","96.69323183061735","1.1202068074105989"
"67","square-x","60","90","35","80","94.91289198606272","3.3999150021249465"
"61","square-x","60","90","56","36","96.70342562177382","1.5397775876817792"
"62","square-x","60","90","51","48","96.37902656948036","2.0556745182012848"
"64","square-x","60","90","36","80","94.59239446447262","3.3999150021249465"
"63","square-x","60","90","47","23","96.86125312091309","0.990952175786299"
"66","square-x","60","90","38","55","95.57692307692308","2.383015597920277"
"68","square-x","60","90","29","74","95.14060477703259","3.1678082191780823"
"67","square-x","60","90","36","73","95.04938988959907","3.1024224394390143"
"65","square-x","60","90","25","125","92.94542910447761","5.321413367390379"
"62","square-x","60","90","52","47","96.3546566321731","2.012847965738758"
"61","square-x","60","90","57","33","96.69208211143695","1.4114627887082978"
"68","square-x","60","90","30","64","95.33898305084746","2.73972602739726"
"64","square-x","60","90","37","89","94.55877223578653","3.7824054398640032"
"66","square-x","60","90","39","41","95.88100686498856","1.776429809358752"
"61","square-x","60","90","58","33","96.62249325671397","1.4114627887082978"
"63","square-x","60","90","48","23","96.82558554274165","0.990952175786299"
"67","square-x","60","90","37","76","95.09986065954482","3.2299192520186994"
"64","square-x","60","90","38","89","94.53025200325166","3.7824054398640032"
"66","square-x","60","90","40","41","95.89749759384023","1.776429809358752"
"68","square-x","60","90","31","65","95.45454545454545","2.7825342465753424"
"62","square-x","60","90","53","43","96.48235294117647","1.841541755888651"
"61","square-x","60","90","59","37","96.73072416217482","1.5825491873396065"
"65","square-x","60","90","26","118","93.32477535301669","5.023414218816518"
"67","square-x","60","90","38","67","95.28455284552845","2.847428814279643"
"66","square-x","60","90","41","43","95.89601636779396","1.8630849220103984"
"61","square-x","60","90","60","32","96.78630072718742","1.3686911890504705"
"63","square-x","60","90","49","27","96.76844481406677","1.163291684618699"
"62","square-x","60","90","54","37","96.56753262019512","1.5845824411134906"
"68","square-x","60","90","32","65","95.44119374926565","2.7825342465753424"
"64","square-x","60","90","39","90","94.66171521411164","3.824904377390565"
"63","square-x","60","90","50","30","96.75617870722434","1.2925463162429989"
"61","square-x","60","90","61","30","96.85704233610883","1.2831479897348161"
"62","square-x","60","90","55","34","96.61176470588235","1.4561027837259102"
"66","square-x","60","90","42","35","96.0909309598268","1.516464471403813"
"67","square-x","60","90","39","64","95.32699443413729","2.7199320016999575"
"68","square-x","60","90","33","52","95.77448210922788","2.2260273972602738"
"61","square-x","60","90","62","27","96.97289686730025","1.1548331907613345"
"62","square-x","60","90","56","37","96.56793606017867","1.5845824411134906"
"63","square-x","60","90","51","24","96.81407513076557","1.034037052994399"
"65","square-x","60","90","27","103","93.71868080643281","4.384844614729673"
"64","square-x","60","90","40","76","95.03834534046014","3.2299192520186994"
"68","square-x","60","90","34","58","95.77845719661336","2.482876712328767"
"67","square-x","60","90","40","61","95.41390920701267","2.592435189120272"
"61","square-x","60","90","63","29","97.04537460429124","1.2403763900769889"
"62","square-x","60","90","57","36","96.55577759492184","1.5417558886509637"
"66","square-x","60","90","43","33","96.15940284131953","1.4298093587521665"
"68","square-x","60","90","35","53","95.86417577252966","2.268835616438356"
"63","square-x","60","90","52","21","96.88540180694247","0.904782421370099"
"67","square-x","60","90","41","70","95.44979686593152","2.9749256268593283"
"65","square-x","60","90","28","104","94.00093370681606","4.427415921668795"
"64","square-x","60","90","41","71","95.06862060944405","3.01742456438589"
"61","square-x","60","90","64","27","96.96365767878078","1.1548331907613345"
"62","square-x","60","90","58","34","96.56470588235294","1.4561027837259102"
"66","square-x","60","90","44","33","96.24458353394319","1.4298093587521665"
"68","square-x","60","90","36","57","95.97883597883597","2.440068493150685"
"63","square-x","60","90","53","16","96.9563666627036","0.6893580353295993"
"67","square-x","60","90","42","70","95.43765962386811","2.9749256268593283"
"61","square-x","60","90","65","29","97.03364990034001","1.2403763900769889"
"66","square-x","60","90","45","27","96.40105922002888","1.1698440207972272"
"62","square-x","60","90","59","37","96.69722614010342","1.5845824411134906"
"68","square-x","60","90","37","50","96.12312030075188","2.1404109589041096"
"65","square-x","60","90","29","96","94.30771025312026","4.086845466155811"
"67","square-x","60","90","43","61","95.59369202226345","2.592435189120272"
"63","square-x","60","90","54","17","97.00463568287174","0.7324429125376993"
"64","square-x","60","90","42","76","95.16672475891717","3.2299192520186994"
"61","square-x","60","90","66","23","97.19713850123138","0.9837467921300257"
"66","square-x","60","90","46","28","96.38989169675091","1.2131715771230502"
"62","square-x","60","90","60","38","96.59184392995651","1.6274089935760172"
"68","square-x","60","90","38","44","96.25014693781591","1.8835616438356164"
"67","square-x","60","90","44","59","95.67184961708053","2.507437314067148"
"63","square-x","60","90","55","18","96.9452038511827","0.7755277897457992"
"64","square-x","60","90","43","73","95.16672475891717","3.1024224394390143"
"61","square-x","60","90","67","19","97.28018757327081","0.8126603934987169"
"68","square-x","60","90","39","41","96.44914756025868","1.75513698630137"
"66","square-x","60","90","47","36","96.24503550367072","1.559792027729636"
"62","square-x","60","90","61","38","96.53349001175087","1.6274089935760172"
"65","square-x","60","90","30","85","94.55584052226627","3.6185610898254574"
"63","square-x","60","90","56","20","96.98122177323508","0.8616975441619992"
"67","square-x","60","90","45","52","95.91742055207608","2.209944751381215"
"61","square-x","60","90","68","14","97.32551319648094","0.5988023952095809"
"66","square-x","60","90","48","39","96.25797136325352","1.6897746967071057"
"64","square-x","60","90","44","71","95.23532829750145","3.01742456438589"
"68","square-x","60","90","40","42","96.3895095848524","1.797945205479452"
"62","square-x","60","90","62","33","96.59224441833138","1.4132762312633833"
"63","square-x","60","90","57","16","97.0053475935829","0.6893580353295993"
"67","square-x","60","90","46","49","95.89184170825114","2.08244793880153"
"61","square-x","60","90","69","16","97.32582688247713","0.6843455945252352"
"66","square-x","60","90","49","43","96.15060748225672","1.8630849220103984"
"64","square-x","60","90","45","70","95.33696786915671","2.9749256268593283"
"68","square-x","60","90","41","41","96.42521166509877","1.75513698630137"
"65","square-x","60","90","31","85","94.38097458615063","3.6185610898254574"
"63","square-x","60","90","58","15","96.97005703422053","0.6462731581214994"
"67","square-x","60","90","47","51","95.9619401253191","2.1674458138546537"
"62","square-x","60","90","63","27","96.85993178878043","1.1563169164882228"
"68","square-x","60","90","42","38","96.59144334743772","1.6267123287671232"
"66","square-x","60","90","50","37","96.31857555341675","1.6031195840554593"
"64","square-x","60","90","46","60","95.4228624535316","2.5499362515937105"
"61","square-x","60","90","70","15","97.32582688247713","0.6415739948674081"
"62","square-x","60","90","64","21","96.91982130260992","0.8993576017130621"
"67","square-x","60","90","48","52","95.9304347826087","2.209944751381215"
"63","square-x","60","90","59","18","97.00427960057061","0.7755277897457992"
"61","square-x","60","90","71","16","97.3264540337711","0.6843455945252352"
"64","square-x","60","90","47","58","95.44450900639163","2.4649383765405863"
"68","square-x","60","90","43","43","96.51039830807191","1.8407534246575343"
"66","square-x","60","90","51","37","96.3924963924964","1.6031195840554593"
"65","square-x","60","90","32","74","94.95396806898962","3.1502767134951046"
"61","square-x","60","90","72","13","97.45693191140279","0.5560307955517536"
"62","square-x","60","90","65","19","97.00105844995885","0.8137044967880086"
"67","square-x","60","90","49","51","95.93137823113481","2.1674458138546537"
"64","square-x","60","90","48","62","95.48619169180785","2.634934126646834"
"63","square-x","60","90","60","19","97.0287615878298","0.8186126669538992"
"68","square-x","60","90","44","43","96.52092148566057","1.8407534246575343"
"66","square-x","60","90","52","37","96.4513412727054","1.6031195840554593"
"62","square-x","60","90","66","17","97.04775346977182","0.7280513918629551"
"64","square-x","60","90","49","60","95.52897456741377","2.5499362515937105"
"68","square-x","60","90","45","41","96.48689930677946","1.75513698630137"
"65","square-x","60","90","33","70","95.08330420598858","2.979991485738612"
"63","square-x","60","90","61","17","97.07595388089861","0.7324429125376993"
"67","square-x","60","90","50","53","96.03662069764746","2.252443688907777"
"61","square-x","60","90","73","16","97.37582005623243","0.6843455945252352"
"62","square-x","60","90","67","19","97.07231040564373","0.8137044967880086"
"63","square-x","60","90","62","17","97.11092616811318","0.7324429125376993"
"66","square-x","60","90","53","33","96.56084656084656","1.4298093587521665"
"64","square-x","60","90","50","62","95.5310504933256","2.634934126646834"
"67","square-x","60","90","51","52","95.96708772743075","2.209944751381215"
"61","square-x","60","90","74","16","97.45693191140279","0.6843455945252352"
"62","square-x","60","90","68","22","97.08475373222052","0.9421841541755889"
"65","square-x","60","90","34","67","95.00465766185376","2.852277564921243"
"68","square-x","60","90","46","38","96.61455272128835","1.6267123287671232"
"63","square-x","60","90","63","17","97.09903697538937","0.7324429125376993"
"66","square-x","60","90","54","32","96.56043295249549","1.386481802426343"
"64","square-x","60","90","51","58","95.46827794561933","2.4649383765405863"
"67","square-x","60","90","52","48","96.05049803104008","2.039949001274968"
"62","square-x","60","90","69","21","97.07299870694722","0.8993576017130621"
"61","square-x","60","90","75","16","97.44611059044048","0.6843455945252352"
"68","square-x","60","90","47","38","96.68586202844047","1.6267123287671232"
"65","square-x","60","90","35","65","95.2930210881976","2.7671349510429972"
"63","square-x","60","90","64","14","97.1819262782402","0.6031882809133994"
"66","square-x","60","90","55","34","96.63380620341428","1.4731369150779896"
"64","square-x","60","90","52","60","95.56844547563806","2.5499362515937105"
"67","square-x","60","90","53","48","96.14315496872828","2.039949001274968"
"62","square-x","60","90","70","23","97.09821428571429","0.9850107066381156"
"61","square-x","60","90","76","18","97.469837179337","0.7698887938408896"
"68","square-x","60","90","48","33","96.73402255639097","1.4126712328767121"
"66","square-x","60","90","56","34","96.6006006006006","1.4731369150779896"
"64","square-x","60","90","53","57","95.71577847439916","2.4224394390140245"
"62","square-x","60","90","71","30","96.9714755252964","1.284796573875803"
"63","square-x","60","90","65","17","97.1829311779389","0.7324429125376993"
"67","square-x","60","90","54","44","96.1038961038961","1.8699532511687207"
"61","square-x","60","90","77","13","97.53925474572299","0.5560307955517536"
"68","square-x","60","90","49","31","96.73171878673877","1.327054794520548"
"65","square-x","60","90","36","71","95.3417957377431","3.022562792677735"
"66","square-x","60","90","57","35","96.58776883335337","1.516464471403813"
"61","square-x","60","90","78","12","97.49150158246395","0.5132591958939264"
"63","square-x","60","90","66","15","97.15848293900844","0.6462731581214994"
"64","square-x","60","90","54","58","95.67944250871079","2.4649383765405863"
"62","square-x","60","90","72","24","97.10962284102925","1.0278372591006424"
"68","square-x","60","90","50","29","96.86325187969925","1.2414383561643836"
"61","square-x","60","90","79","14","97.48155089609934","0.5988023952095809"
"67","square-x","60","90","55","47","96.17612977983777","1.997450063748406"
"66","square-x","60","90","58","34","96.63663663663664","1.4731369150779896"
"64","square-x","60","90","55","65","95.72074683984692","2.7624309392265194"
"68","square-x","60","90","51","32","96.74462333999296","1.36986301369863"
"62","square-x","60","90","73","26","97.01737905119775","1.113490364025696"
"63","square-x","60","90","67","11","97.20736779560309","0.47393364928909953"
"65","square-x","60","90","37","68","95.3932061423918","2.894848871860366"
"61","square-x","60","90","80","9","97.64499121265378","0.3849443969204448"
"63","square-x","60","90","68","13","97.24367351788048","0.5601034037052994"
"67","square-x","60","90","56","52","96.16276373753769","2.209944751381215"
"68","square-x","60","90","52","25","96.90770135214579","1.0702054794520548"
"62","square-x","60","90","74","23","97.09821428571429","0.9850107066381156"
"64","square-x","60","90","56","61","95.65974236973425","2.592435189120272"
"66","square-x","60","90","59","29","96.75675675675676","1.2564991334488735"
"63","square-x","60","90","69","14","97.24170728807515","0.6031882809133994"
"61","square-x","60","90","81","8","97.64443923590765","0.3421727972626176"
"64","square-x","60","90","57","56","95.94610291555348","2.379940501487463"
"62","square-x","60","90","75","20","97.14487134296792","0.8565310492505354"
"68","square-x","60","90","53","23","96.9668469315777","0.9845890410958904"
"67","square-x","60","90","57","47","96.27739765742781","1.997450063748406"
"65","square-x","60","90","38","52","95.80566235581965","2.2137079608343977"
"66","square-x","60","90","60","33","96.68468468468468","1.4298093587521665"
"63","square-x","60","90","70","13","97.29055258467024","0.5601034037052994"
"64","square-x","60","90","58","55","95.86959043972618","2.337441563960901"
"68","square-x","60","90","54","25","96.89703808180536","1.0702054794520548"
"62","square-x","60","90","76","24","97.14654767496476","1.0278372591006424"
"67","square-x","60","90","58","45","96.12663806099965","1.9124521886952826"
"61","square-x","60","90","82","7","97.67986876025311","0.29940119760479045"
"66","square-x","60","90","61","31","96.72072072072072","1.34315424610052"
"63","square-x","60","90","71","14","97.25424937596576","0.6031882809133994"
"62","square-x","60","90","77","19","97.17879393440695","0.8137044967880086"
"64","square-x","60","90","59","54","95.9252379846761","2.2949426264343393"
"61","square-x","60","90","83","4","97.6910454758556","0.1710863986313088"
"68","square-x","60","90","55","26","96.94369342894088","1.1130136986301369"
"65","square-x","60","90","39","48","95.84448841811198","2.0434227330779056"
"67","square-x","60","90","59","44","96.35942028985507","1.8699532511687207"
"66","square-x","60","90","62","31","96.8059558117195","1.34315424610052"
"63","square-x","60","90","72","14","97.32524964336662","0.6031882809133994"
"62","square-x","60","90","78","21","97.1452067669173","0.8993576017130621"
